relation_raw,category_50,category_simple
can help mitigate,Etiology_AssociatedWith,Liên quan
can help prevent,Prevention_Prophylaxis,Phòng ngừa
can help protect,Etiology_AssociatedWith,Liên quan
can help protect against,Etiology_AssociatedWith,Liên quan
can help reduce,MoA_ModulationOther,Điều hòa khác
can help relieve,Etiology_AssociatedWith,Liên quan
can help replace,Etiology_AssociatedWith,Liên quan
can help restore,Etiology_AssociatedWith,Liên quan
can help slow down,Etiology_AssociatedWith,Liên quan
can help to normalize,Etiology_AssociatedWith,Liên quan
can help to prevent,Prevention_Prophylaxis,Phòng ngừa
can help to reduce,MoA_ModulationOther,Điều hòa khác
can identify,Etiology_AssociatedWith,Liên quan
can identify mutations in,Genetics_Mutation,Đột biến
can impact,Etiology_AssociatedWith,Liên quan
can impair,Etiology_AssociatedWith,Liên quan
can improve,Etiology_AssociatedWith,Liên quan
can improve outcomes for,Etiology_AssociatedWith,Liên quan
can inactivate,Etiology_AssociatedWith,Liên quan
can include,Etiology_AssociatedWith,Liên quan
can include complications such as,Etiology_AssociatedWith,Liên quan
can include non neurological manifestations such as,Clinical_ManifestationPresentation,Biểu hiện
can include symptoms like,Clinical_SymptomSign,Triệu chứng
can include symptoms such as,Clinical_SymptomSign,Triệu chứng
can increase,MoA_ModulationOther,Điều hòa khác
can increase the risk of,MoA_ModulationOther,Điều hòa khác
can induce,MoA_ActivationInduction,Kích hoạt
can inhibit,MoA_InhibitionBlockade,Ức chế
can inhibit the production of,MoA_InhibitionBlockade,Ức chế
can interact with,DrugInteraction,Tương tác thuốc
can involve,Etiology_AssociatedWith,Liên quan
can lead,Etiology_AssociatedWith,Liên quan
can lead to,Etiology_AssociatedWith,Liên quan
can lead to an increased risk of,Etiology_AssociatedWith,Liên quan
can lead to changes in,Etiology_AssociatedWith,Liên quan
can lead to complications in,Etiology_AssociatedWith,Liên quan
can lead to complications like,Etiology_AssociatedWith,Liên quan
can lead to complications such as,Etiology_AssociatedWith,Liên quan
can lead to symptoms including,Clinical_SymptomSign,Triệu chứng
can limit,Etiology_AssociatedWith,Liên quan
can maintain serum levels for,Diagnosis_LabFinding,Xét nghiệm
can manifest as,Clinical_ManifestationPresentation,Biểu hiện
can manifest in,Clinical_ManifestationPresentation,Biểu hiện
can manifest with,Clinical_ManifestationPresentation,Biểu hiện
can metastasize to,Temporal_Progression,Tiến triển
can mimic,MoA_ModulationOther,Điều hòa khác
can minimize,Etiology_AssociatedWith,Liên quan
can modulate,MoA_ModulationOther,Điều hòa khác
can obstruct,Etiology_AssociatedWith,Liên quan
can occur,Etiology_AssociatedWith,Liên quan
can occur after,Etiology_AssociatedWith,Liên quan
can occur as,Etiology_AssociatedWith,Liên quan
can occur as a result of,Etiology_AssociatedWith,Liên quan
can occur at,Etiology_AssociatedWith,Liên quan
can occur due to,Etiology_CausedBy,Do nguyên nhân
can occur endemically in,Etiology_AssociatedWith,Liên quan
can occur in,Etiology_AssociatedWith,Liên quan
can occur in association with,Etiology_AssociatedWith,Liên quan
can occur in conditions such as,Etiology_AssociatedWith,Liên quan
can occur through,Etiology_AssociatedWith,Liên quan
can occur up to,Etiology_AssociatedWith,Liên quan
can occur with or without,Etiology_AssociatedWith,Liên quan
can offer,Etiology_AssociatedWith,Liên quan
can onset at,Temporal_OnsetAge,Tuổi khởi phát
can onset in,Temporal_OnsetAge,Tuổi khởi phát
can persist into,Temporal_DurationResolution,Thời gian / hồi phục
can persist throughout,Temporal_DurationResolution,Thời gian / hồi phục
can potentially cause,Etiology_AssociatedWith,Liên quan
can precipitate,Etiology_AssociatedWith,Liên quan
can present as,Clinical_ManifestationPresentation,Biểu hiện
can present early in,Clinical_ManifestationPresentation,Biểu hiện
can present in,Clinical_ManifestationPresentation,Biểu hiện
can present later in,Clinical_ManifestationPresentation,Biểu hiện
can present with,Clinical_ManifestationPresentation,Biểu hiện
can present with symptoms such as,Clinical_ManifestationPresentation,Biểu hiện
can preserve,Etiology_AssociatedWith,Liên quan
can prevent,Prevention_Prophylaxis,Phòng ngừa
can progress,Temporal_Progression,Tiến triển
can progress to,Temporal_Progression,Tiến triển
can progress to involve,Temporal_Progression,Tiến triển
can prolong,Etiology_AssociatedWith,Liên quan
can promote,MoA_ModulationOther,Điều hòa khác
can provide,Etiology_AssociatedWith,Liên quan
can provide effective symptom control for,Clinical_SymptomSign,Triệu chứng
can provide relief from,Etiology_AssociatedWith,Liên quan
can radiate to,Etiology_AssociatedWith,Liên quan
can range from,Etiology_AssociatedWith,Liên quan
can range in severity from,Etiology_AssociatedWith,Liên quan
can recover from,Temporal_DurationResolution,Thời gian / hồi phục
can reduce,MoA_ModulationOther,Điều hòa khác
can relieve,Etiology_AssociatedWith,Liên quan
can resolve completely in,Etiology_AssociatedWith,Liên quan
can restore,Etiology_AssociatedWith,Liên quan
can result from,Etiology_CausedBy,Do nguyên nhân
can result in,Etiology_AssociatedWith,Liên quan
can sequester,Etiology_AssociatedWith,Liên quan
can show,Etiology_AssociatedWith,Liên quan
can significantly impact,Etiology_AssociatedWith,Liên quan
can slow,Etiology_AssociatedWith,Liên quan
can spread into,Etiology_AssociatedWith,Liên quan
can spread to,Etiology_AssociatedWith,Liên quan
can stimulate,MoA_ActivationInduction,Kích hoạt
can take forms including,Etiology_AssociatedWith,Liên quan
can transmit,Etiology_AssociatedWith,Liên quan
can treat,Treatment_IndicationUse,Điều trị / chỉ định
can trigger,Etiology_AssociatedWith,Liên quan
can ultimately cause,Etiology_AssociatedWith,Liên quan
can undergo metabolism by,Etiology_AssociatedWith,Liên quan
can vary depending on,Etiology_AssociatedWith,Liên quan
can vary in severity from,Etiology_AssociatedWith,Liên quan
can vary significantly between,Anatomy_SpatialRelation,Vị trí tương đối
can vary widely in,Etiology_AssociatedWith,Liên quan
can weaken,Etiology_AssociatedWith,Liên quan
can worsen,Etiology_AssociatedWith,Liên quan
can worsen leading to,Etiology_AssociatedWith,Liên quan
can worsen over time if,Etiology_AssociatedWith,Liên quan
can worsen with,Etiology_AssociatedWith,Liên quan
cannot be aromatized to,Etiology_AssociatedWith,Liên quan
carrier,Genetics_InheritanceCarrier,Di truyền
carries a high risk of,Etiology_AssociatedWith,Liên quan
carries a risk of,Etiology_AssociatedWith,Liên quan
carries activity against,Etiology_AssociatedWith,Liên quan
carries in vitro activity against,Etiology_AssociatedWith,Liên quan
cases of,Epidemiology_PrevalenceIncidence,Tần suất mắc
catalyses,Etiology_AssociatedWith,Liên quan
catalyzes,Etiology_AssociatedWith,Liên quan
catalyzes levodopa to,Etiology_AssociatedWith,Liên quan
catalyzes the conversion of,Etiology_AssociatedWith,Liên quan
catalyzes the deamidation of,Etiology_AssociatedWith,Liên quan
catalyzes the formation of,Etiology_AssociatedWith,Liên quan
catalyzes the transfer of,Etiology_AssociatedWith,Liên quan
cause,Etiology_AssociatedWith,Liên quan
caused by,Etiology_CausedBy,Do nguyên nhân
caused by mutations in,Genetics_Mutation,Đột biến
causes,Etiology_AssociatedWith,Liên quan
causes a syndrome characterized by,Clinical_SymptomSign,Triệu chứng
causes adverse effects due to,Safety_AdverseEffect,Tác dụng phụ
causes adverse effects including,Safety_AdverseEffect,Tác dụng phụ
causes adverse effects such as,Safety_AdverseEffect,Tác dụng phụ
causes damage to,Etiology_AssociatedWith,Liên quan
causes loss of,Etiology_AssociatedWith,Liên quan
causes perception of,Etiology_AssociatedWith,Liên quan
causes symptoms of,Clinical_SymptomSign,Triệu chứng
causes symptoms such as,Clinical_SymptomSign,Triệu chứng
challenges,Etiology_AssociatedWith,Liên quan
changes manifest as,Clinical_ManifestationPresentation,Biểu hiện
characterized by,Clinical_SymptomSign,Triệu chứng
chelate,Etiology_AssociatedWith,Liên quan
chelates,Etiology_AssociatedWith,Liên quan
circulate bound to,Etiology_AssociatedWith,Liên quan
circulate in the blood bound to,Etiology_AssociatedWith,Liên quan
circulates in,Etiology_AssociatedWith,Liên quan
classified as,Taxonomy_IsA,Là loại
cleaves,Etiology_AssociatedWith,Liên quan
co occurs with,Clinical_Comorbidity,Đồng mắc
codes for,Genetics_GeneEncodes,Gen mã hóa
combines,Etiology_AssociatedWith,Liên quan
combines with,Etiology_AssociatedWith,Liên quan
comes as an,Etiology_AssociatedWith,Liên quan
commences in,Etiology_AssociatedWith,Liên quan
common side effects include,Safety_AdverseEffect,Tác dụng phụ
commonly observed with,Etiology_AssociatedWith,Liên quan
commonly occurs to,Etiology_AssociatedWith,Liên quan
compared to,Etiology_AssociatedWith,Liên quan
compares to,Etiology_AssociatedWith,Liên quan
competes for,Etiology_AssociatedWith,Liên quan
competes with,DrugInteraction,Tương tác thuốc
complicated by,Clinical_Complication,Biến chứng
complicates,Clinical_Complication,Biến chứng
complications include,Etiology_AssociatedWith,Liên quan
complications may include,Etiology_AssociatedWith,Liên quan
composed of,Taxonomy_PartOf,Thành phần của
compress,Etiology_AssociatedWith,Liên quan
comprises,Etiology_AssociatedWith,Liên quan
concentration increases during,Diagnosis_LabFinding,Xét nghiệm
concentration of receptors increases during,Diagnosis_LabFinding,Xét nghiệm
confirm,Etiology_AssociatedWith,Liên quan
confirms,Etiology_AssociatedWith,Liên quan
conjugates with,Etiology_AssociatedWith,Liên quan
connects,Etiology_AssociatedWith,Liên quan
conserves,Etiology_AssociatedWith,Liên quan
considered a variant of,Taxonomy_VariantOf,Biến thể của
consists of,Taxonomy_PartOf,Thành phần của
constitute,Taxonomy_PartOf,Thành phần của
contain,Etiology_AssociatedWith,Liên quan
contains,Taxonomy_PartOf,Thành phần của
contains regions of,Taxonomy_PartOf,Thành phần của
continues to be investigated for,Etiology_AssociatedWith,Liên quan
contraindication,Safety_ContraindicationAvoid,Chống chỉ định
contribute to,Etiology_AssociatedWith,Liên quan
contributes to,Etiology_AssociatedWith,Liên quan
control the biosynthesis of,Etiology_AssociatedWith,Liên quan
controls,Etiology_AssociatedWith,Liên quan
converted into,PK_Metabolism,Chuyển hóa
converts,Etiology_AssociatedWith,Liên quan
converts into,Etiology_AssociatedWith,Liên quan
corrects,Etiology_AssociatedWith,Liên quan
corrects defects caused by,Etiology_CausedBy,Do nguyên nhân
corrects the coagulation defect of,Etiology_AssociatedWith,Liên quan
counsel patients regarding,Treatment_ManagementCare,Theo dõi / chăm sóc
counts in preventing,Etiology_AssociatedWith,Liên quan
couples and iodinating,Etiology_AssociatedWith,Liên quan
creates,Etiology_AssociatedWith,Liên quan
creates complex with,Etiology_AssociatedWith,Liên quan
cross,Etiology_AssociatedWith,Liên quan
crosses,PK_DistributionProteinBinding,Phân bố & gắn
crosses the,PK_DistributionProteinBinding,Phân bố & gắn
currently has,Etiology_AssociatedWith,Liên quan
damages,Etiology_AssociatedWith,Liên quan
dampens the excitability of,MoA_ModulationOther,Điều hòa khác
decrease production of,MoA_ModulationOther,Điều hòa khác
decreases,MoA_ModulationOther,Điều hòa khác
decreases conversion of,MoA_ModulationOther,Điều hòa khác
decreases during,MoA_ModulationOther,Điều hòa khác
decreases expression of,MoA_ModulationOther,Điều hòa khác
decreases inflammation by inhibiting,MoA_ModulationOther,Điều hòa khác
decreases production of,MoA_ModulationOther,Điều hòa khác
decreases secretion of,MoA_ModulationOther,Điều hòa khác
decreases the clinical frequency of,MoA_ModulationOther,Điều hòa khác
decreases the excretion of,PK_ExcretionClearance,Thải trừ
decreases the level of,MoA_ModulationOther,Điều hòa khác
decreases the synthesis of,MoA_ModulationOther,Điều hòa khác
deficiencies can lead to,Diagnosis_LabFinding,Xét nghiệm
deficiency can manifest as,Diagnosis_LabFinding,Xét nghiệm
deficiency causes,Diagnosis_LabFinding,Xét nghiệm
deficiency is a risk factor for,Diagnosis_LabFinding,Xét nghiệm
deficiency is found in,Diagnosis_LabFinding,Xét nghiệm
deficiency leads to,Diagnosis_LabFinding,Xét nghiệm
defined,Etiology_AssociatedWith,Liên quan
defined as,Alias_Name,Tên khác
degrades,Etiology_AssociatedWith,Liên quan
degrades into,Etiology_AssociatedWith,Liên quan
delays,Etiology_AssociatedWith,Liên quan
demonstrate,Etiology_AssociatedWith,Liên quan
demonstrated,Etiology_AssociatedWith,Liên quan
demonstrated activity in,Etiology_AssociatedWith,Liên quan
demonstrated clinical efficacy in,Etiology_AssociatedWith,Liên quan
demonstrated ic50 for wild type receptor of,Diagnosis_LabFinding,Xét nghiệm
demonstrates,Etiology_AssociatedWith,Liên quan
demonstrates activity in,Etiology_AssociatedWith,Liên quan
demonstrates antibacterial mechanisms against,Etiology_AssociatedWith,Liên quan
demonstrates effects through,Etiology_AssociatedWith,Liên quan
demonstrates maximal efficacy at,Etiology_AssociatedWith,Liên quan
denotes,Alias_Name,Tên khác
depend on,Etiology_AssociatedWith,Liên quan
depends on,Etiology_AssociatedWith,Liên quan
depletes asparagine levels in,Etiology_AssociatedWith,Liên quan
depresses,Etiology_AssociatedWith,Liên quan
derived from,Taxonomy_DerivedFrom,Nguồn gốc từ
described by,Etiology_AssociatedWith,Liên quan
describes,Etiology_AssociatedWith,Liên quan
designed to treat,Treatment_IndicationUse,Điều trị / chỉ định
detach to form,Etiology_AssociatedWith,Liên quan
detects,Etiology_AssociatedWith,Liên quan
develop,Etiology_AssociatedWith,Liên quan
develop into,Etiology_AssociatedWith,Liên quan
developed,Etiology_AssociatedWith,Liên quan
developed as,Etiology_AssociatedWith,Liên quan
developed by,Etiology_AssociatedWith,Liên quan
developed in,Etiology_AssociatedWith,Liên quan
develops,Etiology_AssociatedWith,Liên quan
develops between,Anatomy_SpatialRelation,Vị trí tương đối
develops during,Etiology_AssociatedWith,Liên quan
develops following exposure to,Etiology_AssociatedWith,Liên quan
develops in,Etiology_AssociatedWith,Liên quan
develops in individuals who have undergone,Etiology_AssociatedWith,Liên quan
develops ocular signs such as,Clinical_SymptomSign,Triệu chứng
develops on,Etiology_AssociatedWith,Liên quan
diagnosed using,Diagnosis_DiagnosticMethod,Cách chẩn đoán
diagnosis includes,Diagnosis_DiagnosticMethod,Cách chẩn đoán
diagnosis occurs,Diagnosis_DiagnosticMethod,Cách chẩn đoán
diagnosis relies on,Diagnosis_DiagnosticMethod,Cách chẩn đoán
diagnosis supported by,Diagnosis_DiagnosticMethod,Cách chẩn đoán
differentiated from,Diagnosis_DiagnosticMethod,Cách chẩn đoán
differs by,Etiology_AssociatedWith,Liên quan
differs from,Etiology_AssociatedWith,Liên quan
dilates,Etiology_AssociatedWith,Liên quan
disappear by,Temporal_DurationResolution,Thời gian / hồi phục
discovered,Etiology_AssociatedWith,Liên quan
discovered using,Etiology_AssociatedWith,Liên quan
display,Etiology_AssociatedWith,Liên quan
